Word,Song IDs and Frequencies
永远,"s1006:2, s1049:10, s1051:2, s1080:1, s1082:2, s1084:1, s1115:1, s1118:10, s1126:1, s1134:2, s1146:1, s1150:1, s1169:1, s2004:11, s2005:1, s2008:4, s2010:3, s2016:6, s2026:1, s2028:2, s2033:3, s2040:11, s2044:2, s2055:2, s2056:6, s2058:3, s2064:1, s2072:1, s2077:6, s2078:3, s2080:3, s2081:11, s2082:3, s2083:2, s2094:1, s2105:1, s2110:1, s2115:3, s2121:1, s2124:1, s2125:1, s2128:4, s2131:3, s2132:7, s2134:2, s2135:6, s2137:8, s2140:1, s2142:3, s2143:1, s2149:1, s2152:3, s2153:3, s2155:3, s2159:1, s2160:3, s2161:3, s2165:4, s2169:3, s2171:12, s2176:4, s2177:3, s2181:3, s2182:1, s2186:2, s2197:3, s2205:17, s2206:2, s2209:4, s2215:3, s2216:1, s2220:8, s2234:6, s2240:3, s2244:1, s2247:3, s2251:1, s2256:3, s2261:2, s2273:1, s3002:3, s3006:2, s3007:3, s3018:3, s3019:2, s3032:3, s3038:3, s3046:3, s3061:3, s3068:3, s3072:3, s3073:3, s3093:1, s3096:5, s3103:3, s3107:1, s3109:1, s3112:1, s3124:3, s3126:2, s3133:3, s3160:2, s3171:3, s3182:2, s3191:1, s3204:1, s3210:3, s3211:1, s3224:2, s3241:4, s3242:3, s3245:3, s3255:3, s3262:2, s3271:3, s3272:1, s3276:4, s3278:4, s3286:3, s4002:1, s4007:1, s4025:1, s4031:1, s5001:1, s5003:2, s5004:4, s5006:1, s5033:4, s5037:5, s5045:3, s5050:1, s5053:3, s5054:3, s5057:1, s5067:1, s5071:3, s5078:1, s5080:1, s5081:1, s5083:12, s5089:1, s5094:1, s5103:1, s5108:1, s5113:1, s5115:1, s5119:5, s5123:2, s5148:3, s5149:1, s5152:2, s5168:2, s5174:3, s5180:2, s5198:5, s5200:2, s5202:2, s5216:1, s5222:1, s5227:2, s5229:4, s5232:1, s5237:4, s5245:2, s5246:1, s5247:2, s5254:1, s5256:3, s5288:1, s5289:3, s6007:3, s6010:1, s6011:2, s6023:4, s6028:8, s6038:3, s6041:1, s6042:6, s6048:2, s6049:5, s6053:1, s6059:1, s6067:1, s6073:1, s6074:2, s6082:1, s6085:1, s6088:1, s6089:1, s6092:1, s6093:2, s6109:2, s6111:1, s6125:2, s6128:1, s6132:1, s6138:3, s6144:4, s6149:1, s6162:8, s6171:1, s6172:1, s6173:3, s6176:1, s6180:5, s6184:1, s6186:2, s6194:3, s6198:2, s6207:2, s6208:4, s6209:1, s6211:2, s6212:2, s6218:4, s6219:1, s6225:3, s6226:2, s6232:4, s6235:1, s6237:2, s6249:4, s6254:1, s6257:2, s6258:6, s6259:3, s6266:6, s6268:1, s6273:12"
放未记,"s1006:2, s1082:2, s6208:2"
就是,"s1006:2, s1020:5, s1021:1, s1040:1, s1054:3, s1072:6, s1082:2, s1083:1, s1101:4, s1116:1, s1128:5, s1134:9, s2019:5, s2030:1, s2032:9, s2036:1, s2059:3, s2084:1, s2100:3, s2111:5, s2117:2, s2133:10, s2138:1, s2140:1, s2145:1, s2182:3, s2199:6, s2204:3, s2223:3, s2227:1, s2229:1, s2231:1, s2233:10, s2267:3, s2270:1, s3028:6, s3039:4, s3058:5, s3060:2, s3078:1, s3096:3, s3102:2, s3104:2, s3107:1, s3109:1, s3130:3, s3148:1, s3169:9, s3173:1, s3178:3, s3181:4, s3184:1, s3198:2, s3199:4, s3217:16, s3234:3, s3267:2, s3269:2, s3281:1, s4009:7, s4016:1, s5013:2, s5053:1, s5054:4, s5072:3, s5079:1, s5105:2, s5111:3, s5115:1, s5116:5, s5148:3, s5154:4, s5161:2, s5181:1, s5196:3, s5201:2, s5241:1, s5256:4, s6001:2, s6004:2, s6007:1, s6011:4, s6017:2, s6018:4, s6020:3, s6023:2, s6024:1, s6029:1, s6030:2, s6034:2, s6038:1, s6039:1, s6042:3, s6043:2, s6044:2, s6046:2, s6047:2, s6049:1, s6053:1, s6061:2, s6069:2, s6072:2, s6074:1, s6081:1, s6085:1, s6093:4, s6094:2, s6097:2, s6098:1, s6099:2, s6113:4, s6119:1, s6120:1, s6124:2, s6125:4, s6126:2, s6142:2, s6144:3, s6147:4, s6151:3, s6153:2, s6156:1, s6157:2, s6163:2, s6167:3, s6169:1, s6171:1, s6176:1, s6180:1, s6184:1, s6194:4, s6197:1, s6198:3, s6202:1, s6207:1, s6209:10, s6211:4, s6212:4, s6213:3, s6215:2, s6218:2, s6220:4, s6228:1, s6232:2, s6235:1, s6237:1, s6249:2, s6251:1, s6259:3, s6261:1, s6264:1, s6268:1, s6275:2, s6276:2"
放未,"s1006:2, s1082:2"
来乎,s1006:5
留在,"s1006:2, s1082:2, s1093:1, s2068:2, s2199:2, s3032:3, s3061:3, s3106:2, s3123:2, s3133:3, s3171:3, s3234:1, s3272:1, s4019:2, s5054:3, s5099:1, s5222:1, s5256:3, s6078:3"
每日,"s1006:2, s1082:2, s3163:8, s5006:2, s5023:1, s5113:2, s5120:4, s5132:1, s5138:1, s5179:2, s5222:2, s5254:1"
相见,"s1006:2, s1082:2, s2026:1, s2064:1, s2076:3, s2212:1, s3068:2, s3082:1, s3245:2, s3255:2, s3268:1, s5031:2, s5138:6, s5166:1, s6271:2"
为了,"s1006:3, s1075:4, s1082:3, s1101:1, s1112:1, s1120:1, s1123:1, s2059:1, s2066:1, s2085:6, s2102:2, s2115:2, s2117:1, s2143:1, s2149:1, s2223:1, s3035:1, s3057:2, s3068:2, s3086:3, s3102:1, s3107:2, s3113:2, s3185:1, s3188:1, s3208:1, s3231:3, s3238:5, s3245:2, s3247:2, s3255:2, s3278:3, s3282:1, s4027:6, s5011:4, s5013:4, s5021:1, s5069:1, s5091:2, s5104:1, s5121:2, s5199:1, s5228:2, s5249:4, s5252:1, s5253:1, s6003:3, s6025:1, s6045:4, s6056:3, s6068:1, s6078:1, s6087:3, s6089:1, s6100:1, s6105:1, s6114:1, s6115:2, s6116:1, s6131:3, s6143:2, s6144:4, s6166:1, s6181:3, s6183:3, s6199:1, s6224:3, s6239:2, s6256:1"
哪会,"s1006:3, s1082:3, s6175:1, s6208:2"
这么,"s1006:3, s1035:1, s1082:3, s1085:1, s1086:1, s1089:6, s1096:1, s1119:1, s1161:1, s2066:1, s2117:1, s2129:1, s2132:1, s3007:2, s3040:4, s3043:3, s3078:4, s3080:3, s3086:1, s3096:2, s3099:2, s3101:1, s3103:1, s3105:1, s3123:2, s3124:2, s3130:2, s3155:2, s3157:6, s3189:2, s3192:1, s3200:6, s3206:2, s3208:2, s3210:2, s3220:3, s3224:2, s3242:2, s3272:1, s3281:1, s4030:1, s5020:1, s5072:2, s5114:1, s5122:1, s5148:2, s5177:2, s5199:1, s5208:2, s5215:15, s5218:1, s6001:2, s6028:1, s6044:2, s6049:1, s6052:1, s6073:2, s6097:1, s6119:1, s6126:7, s6138:1, s6162:1, s6163:2, s6180:1, s6188:6, s6194:1, s6204:1, s6226:1, s6244:2"
忧愁,"s1006:3, s1082:3, s2187:3, s2266:1, s2274:1, s3064:1, s5003:1, s5123:1, s5143:1, s5152:1, s5168:1, s5245:1"
看不起,"s1006:3, s1082:3, s3204:1"
因为,"s1006:6, s1028:2, s1030:1, s1039:6, s1068:3, s1080:1, s1082:6, s1083:2, s1084:1, s1085:1, s1088:2, s1108:6, s1116:2, s1119:1, s1123:1, s1139:12, s1150:1, s1156:2, s1157:1, s1170:22, s2117:1, s2137:1, s2182:1, s2184:2, s2204:5, s3011:1, s3024:3, s3025:2, s3030:1, s3033:3, s3043:3, s3056:2, s3059:1, s3065:2, s3068:4, s3071:2, s3083:2, s3085:3, s3086:2, s3090:1, s3092:3, s3102:5, s3103:6, s3104:2, s3112:1, s3116:1, s3121:3, s3125:3, s3129:1, s3130:5, s3137:1, s3141:2, s3143:2, s3144:4, s3145:1, s3161:1, s3164:1, s3170:5, s3206:4, s3223:2, s3228:1, s3230:1, s3231:1, s3234:1, s3238:6, s3244:2, s3245:5, s3251:2, s3255:4, s3260:2, s3262:1, s3272:1, s3280:1, s5026:1, s5047:1, s5055:3, s5093:4, s5112:1, s5115:1, s5116:2, s5153:1, s5157:3, s5190:1, s5200:1, s5215:3, s5247:1, s6013:2, s6016:5, s6031:2, s6049:3, s6058:1, s6062:1, s6063:1, s6066:2, s6067:2, s6070:2, s6077:8, s6078:1, s6085:1, s6086:2, s6088:1, s6105:1, s6123:2, s6146:2, s6155:1, s6160:2, s6164:1, s6173:2, s6177:3, s6180:3, s6184:1, s6192:2, s6193:1, s6195:1, s6201:5, s6235:1, s6241:1, s6250:9, s6256:1, s6260:2, s6273:1"
早就,"s1006:3, s1082:3, s2102:2, s3099:2, s3219:1, s4011:1, s4020:1, s5105:1, s5239:1, s6023:1, s6054:1, s6136:1, s6218:1, s6249:1"
放咧乎,s1006:3
不值,"s1006:3, s1082:3, s1085:1, s1119:1"
烧酒,"s1006:3, s1082:3"
下去,"s1006:3, s1082:3, s2002:1, s2005:1, s2020:1, s2042:1, s2072:1, s2094:1, s2104:1, s2113:1, s2124:1, s2125:1, s2146:1, s2159:1, s2166:1, s2170:1, s2172:1, s2182:1, s2183:1, s2193:1, s2244:1, s2248:1, s2251:1, s2281:1, s3007:1, s3036:2, s3055:1, s3086:1, s3116:1, s3124:1, s3130:2, s3197:2, s3210:1, s3216:1, s3224:1, s3238:3, s3242:1, s5002:2, s5050:1, s5090:3, s5122:2, s5145:2, s5197:3, s5214:2, s5230:1, s5288:4, s5289:1"
不开,"s1006:2, s1015:1, s1074:1, s1082:2, s1093:5, s2002:1, s2042:1, s2075:2, s2079:2, s2113:1, s2166:1, s2170:1, s2172:1, s2193:1, s2248:1, s2281:1, s3016:4, s3044:1, s3045:4, s3048:3, s3051:4, s3075:4, s3148:1, s3158:4, s3202:4, s3204:3, s3227:1, s3252:4, s3263:3, s5044:1, s5097:1, s5127:1, s5169:1, s5172:2, s6088:1, s6200:1, s6226:1"
想不开,"s1006:2, s1082:2, s2002:1, s2042:1, s2079:2, s2113:1, s2166:1, s2170:1, s2172:1, s2193:1, s2248:1, s2281:1"
爱上你,"s1006:2, s1082:2, s3014:3, s3073:1, s3209:3, s3214:2, s3235:4, s3246:2, s3261:3, s3265:3, s5013:2, s5053:1, s5071:2, s5149:2, s6003:2, s6056:2, s6068:2, s6087:2, s6181:2, s6183:2, s6239:2, s6240:8, s6242:1"
这座,"s1007:3, s1019:3, s1041:3, s1063:3, s1079:3, s1083:1, s1091:3, s1144:2, s1155:3, s1159:3, s3097:1"
亲爱,"s1007:1, s1030:8, s1069:1, s2066:1, s2102:5, s2115:1, s2132:6, s2162:6, s3014:6, s3106:3, s3107:2, s3110:1, s3145:1, s3209:6, s3212:4, s3234:2, s3235:8, s3261:6, s3265:6, s4011:3, s4020:3, s5252:2, s6001:2, s6044:2, s6089:1, s6097:1, s6119:1, s6144:1, s6208:6, s6265:2"
独唱,"s1007:1, s6025:1, s6100:1, s6199:1"
...,"s1007:1, s1107:3, s3267:1, s5235:12, s6202:2"
几点,"s1008:2, s3030:1, s3137:1, s4001:1, s4006:1, s4015:1, s4022:1, s6186:1, s6257:1"
点钟,"s1008:2, s3030:1, s3137:1, s5164:1"
几点钟,"s1008:2, s3030:1, s3137:1"
结束,"s1008:2, s1131:2, s3027:1, s3151:1, s3162:1, s3195:1, s3225:1, s3281:1, s5060:3, s5096:8, s5117:3, s6007:1, s6038:2, s6067:3, s6074:1, s6091:2, s6113:1, s6173:1, s6205:1, s6237:1, s6252:8"
闹钟,"s1008:2, s3282:2, s5054:1, s5256:1, s6135:1"
往常,s1008:2
开始,"s1008:3, s1049:2, s1090:1, s1094:2, s1103:1, s1118:2, s1123:1, s1135:1, s1142:1, s1166:2, s2007:2, s2024:1, s2030:2, s2036:2, s2065:2, s2071:4, s2084:2, s2085:2, s2101:1, s2107:2, s2145:2, s2192:2, s2194:2, s2202:1, s2210:2, s2235:2, s2242:2, s2249:2, s2280:2, s3003:3, s3022:2, s3024:1, s3027:1, s3028:1, s3029:3, s3030:1, s3031:2, s3033:6, s3035:2, s3054:1, s3056:2, s3060:4, s3062:2, s3064:2, s3066:2, s3076:3, s3081:2, s3084:2, s3091:2, s3095:2, s3097:5, s3101:1, s3103:3, s3105:3, s3108:4, s3119:2, s3121:1, s3123:3, s3125:1, s3136:2, s3137:1, s3142:2, s3147:2, s3153:2, s3156:5, s3162:1, s3169:1, s3172:1, s3174:3, s3178:2, s3185:1, s3188:2, s3193:1, s3201:1, s3204:1, s3208:1, s3211:2, s3217:1, s3219:1, s3223:2, s3225:2, s3258:2, s3278:2, s3280:1, s3285:1, s5007:2, s5047:2, s5048:2, s5052:2, s5053:1, s5055:1, s5080:1, s5117:3, s5126:2, s5143:2, s5159:2, s5173:2, s5197:3, s5219:1, s5225:2, s5248:2, s5254:1, s6001:1, s6007:1, s6019:1, s6038:1, s6044:1, s6057:1, s6064:1, s6074:1, s6084:1, s6088:1, s6097:1, s6098:1, s6107:4, s6139:1, s6157:1, s6164:2, s6173:2, s6186:3, s6187:3, s6195:2, s6205:1, s6210:1, s6216:1, s6231:1, s6237:1, s6250:3, s6257:3, s6261:2, s6264:1, s6277:1"
一天,"s1008:2, s1015:1, s1051:1, s1056:1, s1101:3, s1120:6, s1156:2, s2004:4, s2040:4, s2081:4, s2114:5, s2143:1, s2158:3, s2171:4, s2202:1, s2205:10, s2220:6, s2228:3, s2276:4, s3001:7, s3023:3, s3032:2, s3043:2, s3047:2, s3061:1, s3064:2, s3071:1, s3087:2, s3112:2, s3118:3, s3133:2, s3138:7, s3171:1, s3206:2, s3208:2, s3220:1, s3222:2, s3234:3, s3238:1, s3244:1, s3253:6, s3257:7, s3266:3, s3272:2, s4009:1, s5007:2, s5008:2, s5012:12, s5020:2, s5031:2, s5051:1, s5056:2, s5059:1, s5060:4, s5065:1, s5066:2, s5069:2, s5072:3, s5081:1, s5106:1, s5109:2, s5114:2, s5115:2, s5124:1, s5126:2, s5127:1, s5128:1, s5131:2, s5137:2, s5141:1, s5143:2, s5144:3, s5151:2, s5153:1, s5154:1, s5157:3, s5158:2, s5172:3, s5182:6, s5204:12, s5208:2, s5218:2, s5219:1, s5225:2, s5239:1, s5253:12, s5254:9, s5287:3, s5289:3, s6009:4, s6011:11, s6024:1, s6028:1, s6033:4, s6039:1, s6041:6, s6042:3, s6049:11, s6053:3, s6076:5, s6083:6, s6092:5, s6093:9, s6096:1, s6101:1, s6109:5, s6114:3, s6120:1, s6125:9, s6126:3, s6135:8, s6140:2, s6149:6, s6156:1, s6157:1, s6162:1, s6169:1, s6173:1, s6176:4, s6178:3, s6180:11, s6185:3, s6186:6, s6189:2, s6194:1, s6197:2, s6198:4, s6203:6, s6205:2, s6209:1, s6211:11, s6212:11, s6220:5, s6222:2, s6225:1, s6228:1, s6229:3, s6230:1, s6232:2, s6238:4, s6245:2, s6248:4, s6257:6, s6259:3, s6262:1, s6268:5, s6274:1"
生活,"s1008:1, s1010:1, s1011:6, s1024:6, s1026:1, s1031:1, s1050:6, s1054:1, s1088:2, s1090:18, s1097:3, s1103:3, s1105:6, s1124:3, s1135:18, s1148:1, s1152:1, s1162:1, s2006:2, s2031:2, s2054:1, s2070:2, s2074:1, s2093:2, s2117:1, s2121:1, s2138:3, s2140:1, s2143:1, s2149:1, s2151:8, s2195:1, s2217:2, s2225:2, s2231:1, s2232:2, s2243:2, s2254:2, s2258:2, s2266:2, s2273:1, s3038:3, s3048:3, s3055:1, s3084:3, s3086:3, s3096:2, s3097:1, s3101:1, s3122:2, s3150:2, s3167:2, s3193:1, s3213:2, s3216:1, s3225:2, s3241:4, s3263:3, s3271:3, s3285:1, s4009:1, s5036:1, s5050:1, s5105:1, s5120:1, s5194:1, s5239:2, s6016:3, s6028:1, s6029:1, s6032:1, s6059:1, s6063:1, s6081:1, s6118:1, s6129:4, s6135:5, s6162:1, s6178:1, s6189:1, s6201:2, s6219:1, s6226:1, s6241:1"
工作,"s1008:2, s1088:2, s3086:1, s3112:1, s3208:1, s3238:1, s5077:1, s5094:1"
收获,"s1008:1, s1163:1, s1165:1, s2080:1, s2152:1, s2160:1, s2177:1, s2265:3, s2274:3, s5080:1, s6022:1, s6091:1, s6217:1"
早餐,"s1008:1, s1143:1, s3054:3, s3201:2, s3208:1, s6276:2"
什么,"s1008:2, s1009:12, s1014:4, s1028:7, s1029:4, s1030:1, s1037:4, s1044:2, s1046:1, s1047:1, s1048:4, s1051:4, s1056:1, s1061:4, s1073:1, s1075:4, s1080:1, s1084:1, s1100:4, s1101:4, s1102:2, s1105:6, s1116:1, s1118:4, s1122:1, s1123:1, s1142:1, s1150:1, s1160:2, s1168:3, s1172:4, s2002:23, s2008:4, s2020:2, s2023:1, s2030:2, s2033:6, s2042:25, s2054:1, s2058:4, s2059:2, s2063:15, s2066:7, s2079:12, s2080:4, s2082:2, s2083:2, s2095:2, s2100:3, s2104:2, s2105:5, s2110:5, s2113:23, s2115:4, s2117:4, s2130:10, s2131:6, s2132:3, s2133:1, s2138:1, s2146:2, s2152:4, s2155:4, s2160:4, s2161:4, s2165:2, s2166:23, s2170:23, s2172:23, s2176:4, s2177:4, s2181:2, s2182:1, s2183:3, s2193:23, s2197:4, s2206:4, s2211:2, s2222:1, s2223:2, s2228:2, s2230:2, s2233:1, s2247:4, s2248:22, s2252:24, s2257:2, s2263:1, s2268:1, s2269:2, s2281:22, s3003:2, s3007:1, s3019:5, s3027:1, s3033:4, s3036:2, s3038:2, s3039:3, s3040:1, s3043:6, s3049:2, s3052:2, s3054:5, s3058:1, s3059:1, s3063:3, s3066:12, s3068:2, s3069:18, s3071:1, s3081:2, s3084:1, s3085:1, s3086:5, s3088:2, s3090:1, s3094:2, s3096:8, s3097:1, s3099:10, s3101:1, s3104:1, s3108:2, s3116:2, s3117:2, s3120:4, s3122:7, s3124:1, s3125:1, s3127:2, s3130:2, s3146:1, s3156:2, s3157:8, s3159:2, s3162:1, s3163:2, s3164:5, s3167:3, s3170:3, s3173:2, s3174:1, s3181:3, s3182:5, s3183:1, s3185:2, s3186:6, s3197:2, s3200:2, s3201:5, s3206:4, s3208:5, s3210:1, s3220:1, s3223:1, s3224:1, s3229:2, s3230:2, s3234:2, s3238:7, s3241:4, s3242:1, s3244:1, s3245:2, s3258:12, s3259:3, s3262:1, s3266:1, s3267:3, s3271:2, s3272:2, s3278:2, s3285:1, s4003:4, s4005:6, s4009:6, s4010:4, s4012:6, s4027:3, s4028:6, s4029:2, s5001:2, s5009:4, s5012:4, s5015:3, s5019:1, s5021:1, s5025:2, s5036:16, s5040:4, s5042:3, s5049:2, s5053:1, s5055:1, s5063:3, s5069:2, s5070:4, s5085:1, s5091:2, s5094:4, s5099:4, s5102:1, s5103:1, s5108:2, s5130:4, s5131:2, s5139:15, s5140:3, s5180:2, s5181:4, s5190:1, s5194:1, s5199:4, s5200:3, s5204:4, s5208:1, s5211:2, s5212:2, s5217:3, s5220:3, s5223:4, s5230:1, s5239:3, s5247:3, s5252:1, s5253:1, s5255:6, s5287:2, s6002:1, s6007:1, s6008:1, s6011:2, s6013:5, s6015:2, s6019:1, s6022:1, s6025:3, s6026:1, s6029:11, s6030:1, s6031:5, s6036:1, s6037:4, s6038:1, s6039:3, s6040:1, s6041:1, s6054:1, s6055:2, s6064:1, s6066:5, s6070:5, s6071:5, s6072:2, s6074:1, s6075:1, s6076:1, s6078:16, s6081:11, s6082:2, s6086:5, s6089:3, s6090:3, s6092:6, s6093:2, s6095:1, s6096:5, s6098:1, s6100:3, s6101:1, s6106:6, s6107:1, s6109:1, s6111:1, s6113:1, s6123:5, s6124:1, s6125:2, s6127:1, s6128:1, s6130:12, s6145:1, s6146:5, s6149:1, s6154:1, s6158:1, s6163:2, s6164:1, s6170:1, s6172:1, s6173:3, s6190:4, s6192:5, s6194:2, s6195:1, s6199:3, s6202:1, s6204:1, s6206:3, s6207:1, s6208:2, s6209:1, s6210:1, s6211:2, s6212:2, s6214:2, s6217:1, s6221:12, s6225:4, s6230:5, s6237:1, s6240:2, s6244:1, s6247:1, s6250:1, s6251:3, s6253:3, s6254:1, s6258:3, s6260:5, s6261:2, s6262:5, s6266:3, s6273:2"
维持,"s1008:1, s3076:2"
齿轮,s1008:1
脉搏,"s1008:1, s1011:1, s1024:1, s1026:1, s1050:1, s1105:1, s1123:1, s1152:1, s1163:1, s1165:1, s2112:3, s2138:2, s5170:2, s5288:1, s6135:1"
汗水,"s1008:1, s1088:2, s3107:1, s3111:3, s3166:1, s3281:1, s6011:1, s6059:1, s6093:1, s6125:1, s6211:1, s6212:1, s6219:1"
身上,"s1008:3, s1025:2, s2100:1, s3028:1, s3169:1, s3199:1, s3211:1, s3217:1, s5076:3, s6155:2, s6193:2"
化成,"s1008:4, s1043:2, s2100:1, s3019:2, s3050:1, s3182:2, s3233:1, s4019:2, s6028:2, s6077:1, s6135:1, s6155:1, s6162:2, s6193:1, s6226:2"
彩虹,"s1008:2, s1016:2, s1021:1, s1040:1, s1151:2, s2015:3, s2073:3, s2116:1, s2126:3, s2196:3, s2213:3, s2221:3, s2270:1, s3029:1, s3040:1, s3073:1, s3134:2, s3220:1, s3281:1, s5054:1, s5256:1, s6003:1, s6026:2, s6053:2, s6056:1, s6068:1, s6087:1, s6098:3, s6111:1, s6115:1, s6128:1, s6131:1, s6140:4, s6143:1, s6176:2, s6181:1, s6183:1, s6186:1, s6196:1, s6216:8, s6224:1, s6227:1, s6239:1, s6254:1, s6257:1, s6268:2"
步伐,"s1008:3, s1010:1, s1026:2, s2044:1, s2253:1, s5169:1"
节奏,"s1008:3, s2008:2, s2033:3, s2036:1, s2058:2, s2075:4, s2080:2, s2083:1, s2084:1, s2115:2, s2131:3, s2145:1, s2152:2, s2155:2, s2160:2, s2161:2, s2176:2, s2177:2, s2197:2, s2206:2, s2247:2, s2249:8, s3048:5, s3097:4, s3158:1, s3193:1, s3263:5, s6012:1, s6050:1, s6053:1, s6108:1, s6135:2, s6176:1, s6198:1, s6204:3, s6244:3, s6268:1, s6269:1"
延续,"s1008:1, s5090:1, s5139:2"
河流,"s1008:1, s1011:1, s1024:1, s1050:1, s1105:1, s2019:3, s2079:4, s2111:3, s2137:1, s2199:4, s2267:1, s3007:3, s3124:3, s3210:2, s3224:3, s3242:3, s5099:3"
默默,"s1008:1, s1072:2, s1088:2, s1093:1, s2011:2, s2018:1, s2062:2, s2085:2, s2096:2, s2120:2, s2127:6, s2187:3, s3047:2, s3048:2, s3064:4, s3066:2, s3098:1, s3163:8, s3208:2, s3222:2, s3238:2, s3258:2, s3263:2, s4025:3, s5004:2, s5020:2, s5035:2, s5114:2, s5143:4, s5218:2, s5255:1, s5258:4, s6027:2, s6053:4, s6103:2, s6104:1, s6134:2, s6150:1, s6176:4, s6189:1, s6236:1, s6268:4"
岗位,s1008:1
战斗,"s1008:1, s2182:1, s3249:1, s6084:3, s6277:3"
每个,"s1008:1, s1010:2, s1021:1, s1026:4, s1040:1, s1051:1, s1101:1, s1108:1, s1126:1, s2080:1, s2103:1, s2109:2, s2152:1, s2160:1, s2177:1, s2229:1, s2250:2, s3031:1, s3035:1, s3109:10, s3147:1, s3185:1, s3188:1, s3281:1, s4029:1, s5004:2, s5037:1, s5060:1, s5069:1, s5070:1, s5116:1, s5119:1, s5136:1, s5170:2, s5198:1, s5200:4, s5233:1, s5239:1, s5247:4, s6009:1, s6023:3, s6030:2, s6032:1, s6037:1, s6041:2, s6053:3, s6059:1, s6072:3, s6076:1, s6104:1, s6107:3, s6118:1, s6124:2, s6149:2, s6164:1, s6174:1, s6176:4, s6188:3, s6195:1, s6202:1, s6218:3, s6219:1, s6236:1, s6247:2, s6249:3, s6268:4"
小小,"s1008:1, s1068:2, s2026:2, s2064:2, s2082:1, s2117:5, s2143:11, s2181:1, s3062:1, s3063:3, s3087:3, s3098:1, s3219:1, s3234:1, s3239:1, s4001:3, s4006:4, s4022:3, s5069:1, s5138:2, s5170:4, s5255:2, s6034:4, s6163:2, s6202:1"
英雄,"s1008:1, s1035:1, s1086:1, s1096:1, s1161:1, s2004:1, s2009:1, s2040:1, s2041:2, s2047:1, s2068:7, s2069:5, s2081:1, s2092:1, s2097:1, s2099:1, s2164:1, s2171:1, s2179:2, s2205:4, s2218:6, s2220:2, s2224:1, s2259:1, s2270:1, s3058:5, s3085:3, s3105:1, s3234:1, s4026:5, s5110:7, s5189:1, s6029:2, s6030:5, s6039:4, s6081:2, s6107:1, s6124:5, s6189:3, s6206:3, s6227:2, s6247:4"
富有,"s1008:1, s2274:1, s6073:1, s6091:1"
贫穷,"s1008:1, s4031:1, s6030:1, s6124:1, s6135:1, s6227:1, s6247:1"
卑微,"s1008:1, s1021:1, s1040:1, s1054:2, s2069:3, s3042:3, s3145:3, s3179:2, s3226:2, s3234:1, s3272:1, s6005:1, s6030:1, s6076:1, s6085:1, s6124:1, s6148:1, s6184:1, s6235:1, s6247:1"
伟大,"s1008:1, s1089:3, s2137:3, s3102:1, s3211:1, s6024:5, s6053:1, s6104:1, s6120:5, s6156:5, s6176:1, s6197:1, s6228:4, s6236:1, s6255:3, s6268:1"
相同,"s1008:3, s1046:3, s1047:3, s2250:2, s3090:1, s3230:1, s6072:1, s6092:3"
从不,"s1008:3, s1054:2, s1068:3, s2065:1, s2085:2, s2117:1, s2182:1, s2192:1, s2227:1, s3084:2, s3111:1, s3112:1, s3230:2, s3249:1, s3285:1, s5077:3, s5127:2, s5153:2, s5194:3, s6057:1, s6116:1, s6165:2, s6166:1, s6231:1, s6243:3"
害怕,"s1008:1, s1014:4, s1025:1, s1029:4, s1036:1, s1037:4, s1048:4, s1083:1, s1094:2, s1100:4, s1123:1, s1126:1, s2002:3, s2042:3, s2065:2, s2095:2, s2113:3, s2166:3, s2170:3, s2172:3, s2192:2, s2193:3, s2230:2, s2248:3, s2281:3, s3014:2, s3018:1, s3030:6, s3032:3, s3061:3, s3133:3, s3137:8, s3171:3, s3174:1, s3209:2, s3219:1, s3231:1, s3235:2, s3261:2, s3265:2, s3272:1, s3286:1, s5131:2, s5136:2, s5138:6, s5188:5, s5202:4, s5221:1, s5233:2, s6016:1, s6030:1, s6085:1, s6092:1, s6124:1, s6130:1, s6135:1, s6201:1, s6221:1, s6247:1, s6270:4, s6274:1"
人群,"s1008:1, s1102:1, s2140:4, s3037:2, s3047:2, s3145:3, s3168:2, s3204:1, s3222:2, s3234:1, s5178:2, s6007:1, s6016:1, s6032:1, s6038:1, s6074:1, s6098:1, s6118:1, s6164:2, s6195:2, s6201:1, s6237:1"
淹没,"s1008:1, s2002:1, s2028:1, s2042:1, s2065:3, s2079:2, s2113:1, s2166:1, s2170:1, s2172:1, s2192:3, s2193:1, s2201:2, s2248:1, s2281:1, s3122:3, s3205:2, s4005:1, s4012:1, s4028:1, s6030:1, s6124:1, s6247:1"
中午,s1008:1
便当,"s1008:1, s5098:1, s6140:4, s6209:2"
最大,"s1008:3, s3090:1, s3130:1, s6175:3, s6197:1"
享受,"s1008:1, s1011:3, s1020:1, s1024:3, s1050:3, s1105:3, s1128:1, s1169:1, s2129:1, s2229:1, s3107:1, s5090:3, s5170:1, s6026:2, s6027:1, s6091:2, s6103:1, s6150:1, s6196:2, s6200:2, s6208:2, s6261:1"
